AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PM2.5
22.7,1.9,0.55,0.17,1.3,18.6,19.9,42.2,93,0,76,2.6,2.1,31,23,2.2,2.1,45
22.3,1.99,0.64,0.25,1,22.8,23.8,32,87,0,79,2.6,2.24,35,35,1.9,1.6,50
22.1,2.05,0.76,0.29,1.1,27.4,28.4,24,90,0,80,2.6,2.34,29,21,0.5,0.8,52
22.1,2.1,0.67,0.32,1.2,27.3,28.5,22,98,0,80,2.5,2.42,43,96,0.4,0.3,52
22.2,2.1,0.66,0.29,1.3,26,27.3,22.2,88,0,79,3,2.4,74,43,0.4,0.3,52
21.8,2.25,0.69,0.53,1,33.8,34.8,9,82,0,82,3.4,2.79,22,355,0.5,0.4,58
20.8,2.29,0.48,0.26,1.2,25.6,26.8,12,74,0,85,2.4,2.55,13,19,0.7,0.6,56
20.4,2.2,0.43,0.28,1,17.5,18.4,19,80,0,86,2.5,2.48,30,20,0.7,0.8,61
20.4,2.16,0.42,0.25,0.8,18.1,19,18,87,0,85,2.6,2.41,34,62,0.6,0.8,60
20.5,2.17,0.52,0.26,0.9,23.8,24.7,15,95,0,83,3.1,2.43,29,28,1.8,1.1,60
20.2,2.19,0.57,0.25,2.2,23.6,25.8,13,87,0,85,3.8,2.44,29,30,2.2,1.5,53
21.3,2.1,0.84,0.3,6.8,24.9,31.7,17.4,87,0,81,4,2.4,29,13,1.7,1.7,52
23.1,2.1,0.7,0.26,6,21.8,27.8,31.9,91,0,73,4.6,2.3,29,40,2.1,2,55
24.7,2,0.49,0.19,2.9,15.7,18.6,53,92,0,67,3.8,2.2,15,5,2.1,1.6,54
26,1.98,0.45,0.15,2.4,13.9,16.3,66,84,0,61,3.5,2.14,346,6,2.4,1.9,48
27.3,1.94,0.39,0.09,1.1,9.2,10.4,76,71,0,54,2.7,2.04,346,342,2.2,1.8,43
28.3,1.9,0.39,0.08,1.3,9.3,10.6,72,64,0,54,3.7,2,323,311,3.6,2.6,34
28.5,1.87,0.36,0.07,1.4,8.1,9.4,73,57,0,53,3.1,1.94,312,313,3.4,2.5,34
28.5,1.9,0.35,0.08,1.2,8.8,10.1,73.6,56,0,54,2.4,1.9,318,355,2.9,2.7,32
28.2,1.9,0.34,0.07,1.2,8.6,9.8,72.9,61,0,51,2,1.9,329,327,3.3,3,32
27.5,1.86,0.38,0.09,0.9,10.1,11,70,52,0,53,1.8,1.95,334,333,3.9,2.9,28
25.7,1.9,0.44,0.12,0.9,12.4,13.4,66.1,51,0,67,2.1,2,336,343,3,2.7,32
24.4,1.9,0.48,0.14,0.7,14.2,14.9,55.6,47,0,75,2.2,2,336,333,2,1.9,37
23.7,1.89,0.49,0.14,0.7,14.4,15.1,49,58,0,78,2,2.03,350,4,1.2,1.7,37
23.2,1.91,0.39,0.12,0.8,12.4,13.1,51,52,0,77,1.6,2.03,15,19,1.9,1.8,33
22.5,1.9,0.36,0.1,0.7,11.1,11.7,48.9,55,0,82,1.6,2,20,22,2.5,2.2,33
22.3,1.91,0.35,0.09,0.5,11.2,11.7,42,51,0,85,2,2,14,21,0.9,1.6,37
22.1,1.93,0.35,0.14,0.7,14.6,15.3,33,51,0,86,2.6,2.06,37,37,1.8,1.2,32
22.1,1.94,0.37,0.11,0.8,15.8,16.6,29,54,0,87,3.6,2.05,31,29,1.4,1.3,43
22.1,2,0.46,0.16,1.6,20.2,21.8,21.5,66,0,87,4.1,2.2,44,57,0.6,0.5,38
22,2.09,0.43,0.24,1.9,25.8,27.7,14,86,0,88,3.6,2.33,23,12,0.6,0.5,45
21.7,2.14,0.4,0.22,2,20.7,22.7,16,91,0,89,3.2,2.37,5,17,0.8,0.8,44
21.5,2,0.36,0.17,1.4,14,15.4,24.8,87,0,88,3.2,2.2,23,24,1.6,1,42
21.4,2.06,0.38,0.22,1.5,20.5,21.9,19,83,0,89,4,2.28,28,25,1.5,1.4,40
21.4,2.07,0.46,0.23,2.5,20.4,22.9,19,74,0,89,3.9,2.3,25,22,2,1.7,32
22.1,2,0.56,0.2,4.1,18.7,22.9,25,75,0,87,3.7,2.2,34,35,2.8,2.2,38
23.4,2,0.42,0.11,3.6,13.3,16.9,37.5,66,0,79,3.6,2.1,32,28,2.4,2.3,39
25.3,1.89,0.36,0.12,3.1,11.8,14.9,50,67,0,68,3.5,2.01,30,10,1.7,1.6,31
26.6,1.9,0.35,0.11,2.6,11.4,14,62,62,0,59,3,2,358,3,2.4,1.6,33
27.8,1.9,0.34,0.09,2.2,10.5,12.7,67.6,62,0,56,2.7,2,323,296,2.9,1.8,24
27.7,1.9,0.32,0.07,2.2,9.2,11.4,67,56,0,58,2.6,1.96,316,321,3,2.3,32
27.8,1.86,0.27,0.05,2.1,8,10.1,68,49,0,55,2.3,1.91,321,314,3.2,2.7,31
27.6,1.85,0.28,0.06,2,8.5,10.5,67,47,0,55,2.3,1.92,317,333,2.8,2.6,33
27,1.8,0.28,0.06,1.8,9.1,11,64.9,46,0,54,2.2,1.9,328,336,2.7,2.4,30
26.4,1.83,0.31,0.07,1.9,9.2,11.1,60,48,0,54,1.7,1.9,327,326,3.3,2.6,27
25.1,1.8,0.36,0.08,1.5,10.1,11.6,58.3,51,0,63,2,1.9,344,336,2.8,2.4,28
23.8,1.84,0.43,0.1,1.4,12,13.5,56,50,0,71,2.1,1.94,338,354,1.9,2.1,27
23.4,1.85,0.45,0.11,1.5,13.9,15.4,54,55,0,74,2.3,1.96,355,347,1.8,1.3,24
23.1,1.9,0.4,0.11,1.4,13.8,15.3,53.4,57,0,74,2.2,2,10,32,0.9,1,22
23.1,1.9,0.59,0.24,1.4,21.3,22.7,42.1,71,0,74,2.5,2.1,54,31,0.5,0.4,26
23,1.95,0.65,0.3,1.6,24.3,25.8,38,75,0,75,2.8,2.25,349,342,1,0.6,28
22.6,1.97,0.45,0.21,1.6,16.6,18.2,46,74,0,78,2.5,2.18,11,50,0.4,0.4,39
22.4,2.02,0.42,0.24,1.7,16.1,17.7,37,71,0,79,3.2,2.25,141,200,0.4,0.2,40
22.1,2.09,0.64,0.37,1,32.1,33.1,14,73,0,80,4.5,2.46,195,211,0.4,0.4,41
22,2.08,0.43,0.21,0.5,15.4,15.9,39,76,0,81,2.8,2.29,84,93,0.4,0.1,40
21.8,2.09,0.38,0.25,0.6,13.7,14.2,39,85,0,82,2.8,2.35,33,29,0.4,0.4,39
21.6,2.2,0.41,0.38,0.8,17.8,18.6,33.6,91,0,83,3.1,2.6,65,74,0.4,0.4,48
21.3,2.2,0.45,0.27,0.8,24.9,25.7,15.7,97,0,84,2.9,2.5,93,92,1.5,0.7,49
21.2,2.16,0.46,0.21,1.3,19.2,20.5,25,90,0,83,4,2.37,98,92,0.8,0.7,54
22.4,2.1,0.66,0.22,3.3,23,26.4,28.4,76,0,78,3.1,2.3,95,106,0.7,0.8,43
24.2,1.9,0.64,0.17,2.5,16.2,18.6,51.5,65,0,72,3.4,2.1,81,255,1.1,0.3,35
25.5,1.89,0.48,0.13,1.4,13.3,14.7,66,66,0,66,3.2,2.02,294,278,1.3,0.8,35
26.4,1.9,0.35,0.09,0.9,9.6,10.4,72,67,0,63,2.8,1.96,269,258,2.4,1.7,38
27.2,1.8,0.31,0.07,0.7,7.5,8.2,69.1,65,0,58,2.3,1.9,274,246,2.5,2.3,40
27.7,1.85,0.35,0.07,0.9,7.7,8.6,75,59,0,56,3.1,1.92,290,293,3.2,2.6,36
28,1.82,0.26,0.04,0.8,6,6.7,63,51,0,51,2.1,1.86,272,275,3.5,3,27
28,1.8,0.27,0.06,0.8,6.7,7.5,61.1,51,0,51,1.7,1.9,287,289,3.1,3,23
27.7,1.8,0.27,0.05,0.6,6.6,7.3,62,43,0,51,1.8,1.9,284,293,3.6,2.9,19
27.1,1.85,0.31,0.07,0.7,8.8,9.4,65,50,0,56,2.3,1.92,309,306,2.3,2,26
26,1.9,0.42,0.1,0.8,10.9,11.7,71.4,52,0,65,3.2,2,323,342,2.1,1.9,38
25.3,1.89,0.46,0.11,0.7,12.6,13.4,73,68,0,70,3.5,2,319,295,2.2,1.3,43
25.2,1.87,0.41,0.1,0.7,11.8,12.5,75,69,0,70,2.5,1.96,304,277,0.6,0.6,44
24.9,1.8,0.29,0.06,0.5,9.6,10.1,65.5,65,0,70,2.1,1.9,208,173,0.4,0.3,22
24.4,1.94,0.54,0.12,0.7,17.9,18.6,58,58,0,76,3,2.06,193,197,0.5,0.4,23
24.2,1.95,0.53,0.13,0.7,16,16.8,59,54,0,77,2.6,2.08,178,155,0.5,0.4,21
23.6,2.13,0.55,0.33,0.6,26,26.6,34,70,0,79,4.1,2.46,184,159,0.7,0.4,45
22.8,2.3,0.46,0.24,0.7,31.1,31.8,17.3,75,0,80,5,2.5,174,165,0.5,0.4,44
22.7,2,0.34,0.13,1.1,18,19.2,28,69,0,78,3.3,2.1,163,163,0.5,0.6,45
22.5,2.04,0.33,0.13,1.1,20,21.1,25,55,0,79,4.4,2.17,156,160,1.4,1.1,33
22.3,2.06,0.32,0.13,1.3,17.6,18.9,26,45,0,79,3.6,2.19,149,149,1.2,1.2,30
22.3,2,0.3,0.09,1,12.8,13.8,31.9,45,0,79,2.7,2.1,152,154,1.1,1.3,25
22.1,1.99,0.33,0.1,1,12.9,13.9,28,43,0,80,2.6,2.09,145,167,1.2,0.9,24
22.1,1.95,0.44,0.12,1.3,15.1,16.4,24,39,0,79,2.5,2.07,163,150,1.3,1.1,22
23.3,1.9,0.59,0.14,2.9,18.4,21.3,27,41,0,74,2.9,2.04,166,178,1.3,1.4,26
25.2,1.9,0.43,0.11,3.8,16,19.8,37.4,42,0,69,4.5,2,181,210,2.8,1.5,28
26.6,1.86,0.34,0.08,4,19.3,23.3,43,47,0,63,9.9,1.93,189,191,2.9,2.3,31
27.6,1.85,0.31,0.07,2.6,13.4,16,60,52,0,58,6.4,1.93,202,204,2.5,2.5,30
28.5,1.83,0.28,0.05,2.7,14.6,17.3,58,51,0,53,7.8,1.88,213,246,4.2,2.7,34
28.2,1.8,0.24,0.04,1.3,7,8.2,55.9,47,0,56,2.2,1.8,228,233,3.8,3.6,28
27.8,1.8,0.22,0.03,1.2,6.3,7.6,55,41,0,61,1.9,1.83,230,228,4.2,3.4,22
27.5,1.8,0.22,0.04,1.3,6.4,7.7,58,39,0,63,1.9,1.84,236,232,3.4,2.9,14
27.1,1.8,0.25,0.05,1.1,7.6,8.7,64.4,41,0,65,2.5,1.9,250,249,2.9,2.7,20
26.4,1.8,0.28,0.04,1,7.6,8.6,68,52,0,66,2.2,1.86,266,270,2.3,2.2,22
26,1.82,0.31,0.06,0.9,8.5,9.5,66,61,0,64,2,1.89,262,203,0.6,1.2,27
25.2,1.8,0.39,0.1,0.7,11.7,12.4,53.2,62,0,71,1.9,1.9,6,12,2.8,2.1,28
24.6,1.9,0.4,0.11,0.9,14.3,15.2,42.6,64,0,76,2.4,2,352,350,2.3,2.1,34
24.6,1.88,0.39,0.12,1,15.9,17,39,65,0,76,2.5,2,2,345,2.5,1.5,36
24.1,1.88,0.36,0.09,0.9,12.5,13.4,44,67,0,75,2,1.97,350,4,1.5,1.5,38
23.8,1.9,0.32,0.07,1,11.3,12.3,42.6,67,0,78,1.8,1.9,20,338,1.1,1,36
23.8,1.9,0.35,0.09,0.8,12.4,13.2,39,67,0,78,2,1.99,24,95,0.4,0.1,40
23.6,1.94,0.38,0.13,1.1,12.3,13.4,35,64,0,79,2.3,2.08,166,198,0.4,0.3,38
23.5,1.97,0.36,0.12,1.8,12.7,14.5,30,69,0,81,2.2,2.1,187,155,0.4,0.4,35
23.8,1.94,0.35,0.11,1.6,12.6,14.2,33,75,0,78,2.8,2.05,203,189,0.4,0.3,32
23.9,1.9,0.3,0.09,1.4,10.4,11.9,40,83,0,76,2.9,2,188,171,0.4,0.3,34
23.6,2,0.32,0.11,1.5,11.6,13.1,35.2,79,0,78,2.8,2.1,190,175,0.4,0.4,32
23,2.19,0.37,0.18,1.6,19.2,20.8,15,51,0,82,4.5,2.37,172,165,0.4,0.4,32
23,2.01,0.42,0.15,2.3,17.4,19.7,22,3359,0,81,6.1,2.16,153,143,1.2,0.9,34
23.9,2,0.4,0.16,3.2,15.8,19,30.8,0,0,77,5.4,2.2,152,183,1,1.2,33
24.9,1.85,0.27,0.05,1.8,8.5,10.3,51,6666,0,69,3.1,1.9,245,265,1.7,0.8,33
26.2,1.81,0.22,0.02,1.6,4.6,6.2,56,6666,0,59,2,1.83,276,292,2.8,1.9,27
27.1,1.8,0.22,0,1.6,3.8,5.3,53.1,3333,0,55,1.6,1.8,269,257,3.1,2.3,30
27.4,1.8,0.22,0.03,1.5,3.9,5.4,51.4,0,0,52,1.5,1.8,273,268,2.7,2.3,19
27.9,1.8,0.2,0.02,1.8,3.9,5.7,51,0,0,52,1.5,1.82,251,234,3,2.4,22
28.4,1.8,0.21,0.03,1.7,4.2,5.9,52,0,0,50,1.8,1.82,257,246,2.9,2.3,17
28.3,1.8,0.21,0.03,1.7,4.7,6.4,51,0,0,51,1.7,1.83,271,299,3.5,2.9,25
27.7,1.8,0.22,0.03,1.9,5.5,7.4,54,72,0,54,2.1,1.83,277,265,2.9,2.7,25
27,1.8,0.24,0.01,1.6,6,7.6,51.3,67,0,58,1.9,1.8,279,283,3.3,2.5,29
26.3,1.82,0.29,0.05,1.6,8.5,10.1,52,56,0,62,2.4,1.87,280,330,1.8,1.6,34
25.4,1.83,0.35,0.07,1.7,9.9,11.5,58,57,0,70,2.4,1.9,332,351,2.5,1.9,32
24.7,1.8,0.34,0.06,1.7,9.3,11.1,59.9,62,0,75,2.4,1.9,348,9,1.7,1.6,37
24.5,1.84,0.33,0.06,1.5,9.6,11.2,58,80,0,76,2.6,1.9,350,14,1.5,1.3,34
24.3,1.85,0.32,0.06,1.4,9.7,11.1,57,81,0,77,2.3,1.9,5,12,0.8,0.9,38
24.1,1.9,0.3,0.06,1.5,9.3,10.8,55.3,73,0,77,2.2,1.9,10,326,1.3,1.1,35
24,1.9,0.27,0.05,1.5,8.3,9.8,52.2,62,0,76,2.3,1.9,351,11,1.2,1.1,34
23.8,1.87,0.23,0.04,1.3,6.9,8.2,53,59,0,76,2,1.91,349,337,1,0.9,33
23.6,1.87,0.21,0.04,1.4,6.8,8.2,50,64,0,75,1.7,1.92,345,19,1.1,0.5,30
23.6,1.87,0.19,0.04,1.5,7.6,9.1,47,65,0,75,1.8,1.92,338,279,0.6,0.5,27
23.5,1.9,0.19,0.03,1.6,6,7.6,50,59,0,75,1.6,1.9,309,272,0.7,0.5,30
23.4,1.87,0.19,0.03,1.4,5.8,7.2,50,50,0,75,1.6,1.89,327,296,1,0.9,31
23.2,1.84,0.21,0.04,1.4,7.8,9.2,48,53,0,77,1.9,1.88,334,331,1.2,1,24
23.1,1.9,0.26,0.07,1.6,11.3,12.8,45.9,57,0,78,1.7,1.9,333,327,1.2,0.9,32
23.6,1.82,0.34,0.07,1.7,9.3,11,50,67,0,76,1.7,1.89,318,216,0.5,0.3,28
24.5,1.83,0.4,0.09,1.9,10.4,12.3,52,62,0,70,1.8,1.92,282,303,0.8,0.4,39
25.9,1.8,0.28,0.06,1.9,8.1,10,56.1,62,0,64,1.6,1.9,328,335,1.6,0.7,26
26.7,1.8,0.25,0.06,1.8,7.1,8.9,56.1,60,0,61,1.5,1.9,286,267,2.6,1.3,30
27.7,1.8,0.23,0.05,1.7,5.6,7.3,52,61,0,56,1.3,1.85,282,310,2.8,2.3,18
28.2,1.8,0.23,0.04,2,6.3,8.3,54,54,0,55,1.6,1.84,298,310,2.5,2.1,22
28.5,1.8,0.21,0.04,1.8,6,7.8,54.3,51,0,53,1.7,1.8,280,276,3.4,2.5,19
28.4,1.8,0.22,0.05,1.7,6.1,7.9,52.3,40,0,53,1.5,1.8,277,278,3.2,2.7,22
27.4,1.8,0.23,0.04,1.7,7,8.7,56.6,46,0,60,1.8,1.8,280,280,3.1,3.1,15
26.6,1.8,0.3,0.07,2,9.9,11.9,48,73,0,64,2.1,1.9,294,291,2.4,2.5,22
25.7,1.81,0.35,0.09,1.6,10.6,12.2,46,66,0,67,1.7,1.89,299,283,2.1,1.2,25
25.1,1.81,0.36,0.09,1.3,10.6,11.9,41,58,0,67,1.5,1.9,280,329,0.5,1.3,28
25,1.8,0.34,0.09,1.4,12.5,13.9,37.5,47,0,67,2.2,1.9,328,50,0.4,0.4,25
25,1.81,0.36,0.1,1.5,11.9,13.5,37,52,0,65,1.8,1.91,18,6,0.4,0.3,22
25,1.82,0.33,0.09,1.5,9.8,11.3,39,56,0,62,1.4,1.9,336,330,0.6,0.4,30
24.8,1.8,0.29,0.07,1.5,8.3,9.8,39.8,63,0,63,1.3,1.9,5,332,0.5,0.3,23
24.7,1.84,0.28,0.1,1.5,8.5,10.1,38,56,0,64,1.3,1.94,10,78,0.4,0.1,20
24.7,1.84,0.24,0.08,1.4,8.5,9.9,39,46,0,64,1.9,1.93,342,356,1.4,0.7,19
24.5,1.8,0.19,0.04,0.9,5.6,6.6,40.5,40,0,65,1.7,1.9,25,37,0.5,0.7,24
24.1,1.9,0.19,0.09,0.7,6.5,7.2,39.2,44,0,66,1.7,1.9,47,350,0.5,0.2,30
24.1,1.88,0.2,0.1,0.8,7,7.9,37,51,0,66,1.8,1.98,69,46,0.4,0.3,26
24.1,1.9,0.21,0.19,1,8.6,9.7,34.6,56,0,67,2.1,2.1,56,37,0.4,0.3,29
24.1,1.9,0.24,0.16,1,11.9,12.9,28.4,65,0,68,2,2.1,52,57,0.4,0.3,32
23.8,2.15,0.45,0.29,3.7,26,29.6,11,73,0,71,2.7,2.44,112,88,0.4,0.3,30
24.7,1.99,0.48,0.26,3.9,19.3,23.2,27,70,0,68,2.8,2.25,87,12,0.4,0.2,33
25.3,1.9,0.4,0.14,2.6,12.2,14.8,40.2,55,0,65,2.3,2,354,299,0.6,0.3,30
25.9,1.86,0.33,0.1,1.9,10.6,12.6,41,48,0,64,1.9,1.95,356,316,0.7,0.6,32
27,1.83,0.24,0.06,1.8,7.6,9.3,48,44,0,61,1.9,1.89,286,253,1,0.6,24
27.8,1.8,0.24,0.05,1.4,6.6,8,50.6,59,0,60,2.2,1.9,282,282,2.3,1.1,26
28.3,1.8,0.24,0.05,1.4,6.3,7.7,55.2,62,0,55,3.1,1.8,274,277,3.1,2,29
28.3,1.79,0.22,0.03,1.1,6.1,7.2,59,63,0,57,3.4,1.83,270,273,2,2.6,32
28.2,1.8,0.22,0.04,0.9,6.2,7.2,43,729,0,59,2.4,1.84,295,318,1.6,2.4,768
28,1.8,0.24,0.06,1.4,6.6,8,45.9,41,0,61,1.8,1.9,304,333,3.6,2.3,40
27.5,1.8,0.3,0.08,1.5,8.1,9.7,39.9,47,0,62,1.9,1.9,344,5,3.1,1.8,26
26.5,1.8,0.37,0.09,1.3,10.4,11.6,36.9,54,0,65,2.1,1.9,331,336,2.2,2,29
25.6,1.8,0.41,0.1,1.3,12,13.3,36.8,58,0,71,2.6,1.9,346,342,1.9,1.6,24
25,1.81,0.37,0.08,1.1,10,11,39,63,0,75,2.4,1.89,347,353,1.3,1.9,32
24.8,1.8,0.34,0.07,0.9,10,10.9,38,58,0,76,2.3,1.9,348,5,1.4,1.2,30
24.7,1.8,0.36,0.08,0.9,10.1,11.1,36.8,55,0,77,2.1,1.9,355,351,1.2,1,36
24.7,1.84,0.35,0.08,0.8,10,10.8,35,64,0,77,2.3,1.92,1,12,1.1,1,34
24.3,1.88,0.3,0.11,0.8,10,10.8,32,67,0,79,2.1,1.99,32,35,1,1,31
24,1.9,0.37,0.11,1.1,11.6,12.6,29.4,76,0,80,2.5,2,53,33,0.8,0.7,30
23.9,1.9,0.37,0.11,1.5,17.8,19.3,23.3,66,0,80,3.4,2.1,23,13,0.6,0.7,38
23.7,2.02,0.39,0.2,1.4,19.3,20.6,19,77,0,80,3.9,2.21,26,27,1.3,1,41
23.5,2.03,0.38,0.29,1.5,20,21.5,15,84,0,80,4.1,2.32,26,30,1.6,1.3,44
23.5,2.04,0.33,0.2,1.4,14.7,16.1,16,92,0,80,3.4,2.24,29,21,1,1,44
23.7,2,0.34,0.18,1.5,16.3,17.8,14.9,90,0,79,4.1,2.2,27,37,1,1.2,52
23.8,2.04,0.38,0.2,1.5,15.7,17.2,16,79,0,77,3.8,2.24,34,37,1.4,1.3,48
24.3,2.07,0.45,0.16,3.1,18.3,21.5,18,71,0,75,4.7,2.23,42,47,1.4,1.3,47
25.3,1.9,0.38,0.13,3.4,14,17.5,30.1,59,0,68,4.6,2.1,28,30,1.5,1.7,36
27.1,1.89,0.36,0.11,3,10.1,13,45,49,0,60,3.9,2,26,1,0.6,0.9,35
28.2,1.88,0.35,0.1,2.3,8.9,11.2,56,50,0,57,3,1.98,16,15,0.9,0.7,36
28.6,1.9,0.32,0.09,1.8,6.8,8.6,60.8,48,0,56,2.4,1.9,9,12,1.6,1.2,37
28.8,1.9,0.3,0.07,1.6,6.5,8,63.8,54,0,55,2.4,1.9,319,293,2.8,1,42
28.3,1.86,0.31,0.08,1.7,8.4,10.2,59,52,0,62,3.1,1.93,320,315,2.2,2.4,30
29.2,1.82,0.3,0.08,1.9,8.2,10.1,56,46,0,58,2.5,1.9,313,327,2.5,2.3,14
28.6,1.8,0.29,0.07,1.9,7.9,9.9,52.8,45,0,60,2.1,1.9,317,321,3.6,2.8,21
28,1.82,0.32,0.08,1.9,9,10.9,51,58,0,63,2.4,1.9,325,324,2.1,2.1,33
27.1,1.8,0.37,0.09,1.5,11.6,13.2,46.1,51,0,65,3.1,1.9,331,335,2.6,2.3,26
26.4,1.83,0.41,0.1,1.5,11.9,13.3,41,49,0,69,2.4,1.92,344,349,2.6,1.9,28
25.9,1.82,0.36,0.08,1.4,10.5,11.9,40,52,0,72,2.3,1.9,342,337,1.5,1.4,25
25.5,1.8,0.31,0.07,1.3,7.9,9.3,41.3,46,0,76,1.7,1.9,336,351,1.6,1.5,20
25.3,1.8,0.31,0.07,1.3,8.7,9.9,37,48,0,76,2,1.9,337,331,1.7,1.6,15
25.1,1.87,0.34,0.09,1.5,10.4,11.8,32,46,0,75,2.7,1.96,344,20,1.2,1.1,15
24.8,1.91,0.29,0.08,1.2,9.4,10.7,30,50,0,73,2.5,1.99,355,2,1.7,1,27
24.7,1.9,0.25,0.07,1.4,8.4,9.8,28,49,0,72,2.6,2,6,355,2,1.3,32
24.4,1.94,0.22,0.07,1.7,7.6,9.3,25,55,0,75,3.2,2.01,1,20,1.5,1.4,31
24.2,2.01,0.24,0.09,1.5,9.6,11.2,23,57,0,77,4.2,2.1,18,22,1.9,1.7,26
24.2,2.02,0.3,0.1,1.5,10.9,12.4,22,61,0,77,4.8,2.13,28,24,1.7,1.7,34
24.3,2.04,0.36,0.12,1.3,13.6,14.9,22,61,0,77,4.6,2.16,30,35,1.3,1.4,35
24.4,2.1,0.4,0.15,1.3,18,19.3,14.9,76,0,77,5,2.2,43,45,0.9,1,43
24.5,2.1,0.47,0.19,2.5,20.8,23.3,12.1,78,0,75,5.2,2.2,53,24,1.1,0.6,44
25.2,2.03,0.5,0.18,4.1,19.3,23.4,23,81,0,73,5.2,2.21,47,29,1.6,0.8,51
26,2.01,0.48,0.15,4.1,14.7,18.8,37,76,0,69,5,2.15,26,82,1.3,0.8,51
27.2,2,0.46,0.12,2.6,10.8,13.5,53.3,79,0,64,4.4,2.1,292,266,1.6,0.8,57
28.2,1.93,0.49,0.12,2,10.9,12.9,68,80,0,60,4.9,2.04,264,241,2.8,1.4,60
29.1,1.92,0.41,0.06,1.8,6.9,8.7,75,80,0,61,4.8,1.98,247,259,3.2,2.7,59
29.5,1.9,0.32,0.06,1.8,5.5,7.3,73.3,80,0,57,3.8,1.9,253,255,3.4,2.5,52
29.2,1.8,0.26,0.04,1.5,3.7,5.2,67.3,75,0,54,2.7,1.9,253,260,2.8,2.7,39
28.6,1.82,0.24,0.03,1.5,3.9,5.4,65,60,0,58,2.6,1.85,258,247,2.6,2.7,34
28.3,1.83,0.26,0.03,1.4,4.2,5.6,71,48,0,61,3.3,1.86,256,246,2.7,2.2,32
27.4,1.83,0.26,0.04,1.4,7.4,8.8,68,48,0,66,4.7,1.87,259,234,1.9,2.5,33
26.8,1.9,0.29,0.03,1.2,8,9.2,64.8,61,0,69,4.3,1.9,266,283,1.8,1.8,36
26.4,1.8,0.29,0.05,1.4,7.2,8.5,62.2,69,0,71,3.5,1.9,279,259,1.5,1.4,30
26.2,1.83,0.25,0.04,1.2,6,7.2,62,71,0,72,3,1.86,252,255,1.5,1.3,27
26.1,1.8,0.27,0.05,1.6,6.3,7.9,57.5,64,0,73,2.6,1.9,271,311,1.2,0.9,28
26,1.8,0.25,0.04,1.1,7.1,8.2,51.6,59,0,74,2.9,1.9,273,299,1,0.8,32
26,1.82,0.27,0.05,1.2,7.8,9,45,53,0,75,2.9,1.87,264,171,1.7,0.7,33
25.9,1.81,0.21,0.03,1,6.7,7.7,40,47,0,76,2.4,1.85,188,202,1.2,0.8,19
25.8,1.8,0.14,0.01,1.2,5.3,6.5,31.6,32,0,74,1.7,1.8,214,220,2.2,1.5,9
25.5,1.8,0.13,0.02,2.6,4.5,7,31.8,23,0,75,1.7,1.8,216,222,1.5,1.3,3
25.6,1.84,0.19,0.06,2.4,7.3,9.7,27,17,0,76,3,1.9,219,209,1.7,1.4,6
25.3,1.85,0.2,0.06,2.3,10.6,12.9,25,25,0,76,4.1,1.9,219,210,1.4,2,9
25.1,1.9,0.2,0.06,2.3,10.1,12.3,22.7,28,0,77,3.4,1.9,169,143,0.4,0.5,11
24.9,2,0.29,0.14,2.6,13.4,16,21.7,36,0,77,2.8,2.1,74,65,1.7,0.8,14
24.8,1.98,0.35,0.14,2.9,16.5,19.4,21,39,0,77,3,2.12,45,55,1.1,1,17
25.5,1.9,0.37,0.14,4.1,14.4,18.5,24.3,46,0,76,2.7,2.1,18,11,1.2,1,17
26.5,1.9,0.31,0.1,3.9,10.2,14.1,29.5,41,0,73,2,2,325,303,2,1.3,19
26.9,1.79,0.21,0.05,3.1,5.8,8.9,35,36,0,71,1.7,1.84,299,305,2.3,1.9,12
28,1.79,0.2,0.04,3.1,5.8,8.9,37,26,0,64,2.2,1.83,305,312,2.7,2.3,13
28.5,1.8,0.22,0.06,3.2,6.1,9.3,41.3,31,0,63,2.4,1.9,303,299,3.2,3.2,8
28.2,1.83,0.27,0.06,2.9,7.5,10.4,46,35,0,66,2.3,1.89,324,334,2.7,2.7,15
28.5,1.85,0.29,0.07,3.1,8.5,11.7,51,49,0,65,3,1.92,314,314,3.7,3.1,18
28.8,1.8,0.23,0.05,3.4,6.9,10.3,42,47,0,63,2.3,1.9,318,321,3.8,4,23
27.2,1.8,0.37,0.09,3.4,9.3,12.8,42.1,74,0,66,1.7,1.9,354,9,3.8,3.3,20
25.9,1.9,0.43,0.1,3.1,9.7,12.8,49,93,0,64,1.9,2,9,3,4.3,3.7,20
24.1,1.9,0.53,0.13,3.1,16,19.1,37.9,139,0,66,2.8,2.1,358,359,4.5,3.7,19
22.5,1.92,0.49,0.12,2.8,13.3,16,37,154,0,65,1.8,2.04,14,23,4,3.7,19
21,1.9,0.46,0.1,2.7,12.9,15.6,33.3,162,0,67,1.8,2,11,12,5,4,13
20.1,1.9,0.43,0.09,2.6,10.9,13.5,33.7,138,0,68,1.2,2,13,10,4.6,4,11
19.5,1.91,0.41,0.08,2.4,9.8,12.2,35,117,0,69,1.3,1.99,13,16,6,4.5,10
18.7,1.9,0.37,0.07,2.4,8.1,10.5,38,132,0,67,1.2,1.97,16,17,5.7,4,17
